Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1cN,[O] biol-chem-mat (ang-niem),"biologia, chemia, matematyka",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1dR,[O] geogr-ang-mat (ang-ros),"geografia, język angielski, matematyka",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1dN,[O] geogr-ang-mat (ang-niem),"geografia, język angielski, matematyka",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1at,[O] Technik budownictwa (ang-niem*),,Technik budownictwa,Technikum Budowlane nr 5 im. prof. Stefana Bryły,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1wt,[O] Technik robót wykończeniowych w budownictwie (ang-niem*),,Technik robót wykończeniowych w budownictwie,Technikum Budowlane nr 5 im. prof. Stefana Bryły,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1kt,[O] Technik architektury krajobrazu (ang-ros*),,Technik architektury krajobrazu,Technikum Budowlane nr 5 im. prof. Stefana Bryły,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1st,[O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem*),,Technik urządzeń i systemów energetyki odnawialnej,Technikum Budowlane nr 5 im. prof. Stefana Bryły,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1az,[O] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia nr 66,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,3,200.00000,nie,ogólnodostępny
1bz,[O] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia nr 66,ul. Księcia Janusza,45/47,01-452,Wola,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Centrum Kształcenia Zawodowego i Ustawicznego nr 1,Warszawa,Wola,Warszawa,30,30,1,3,200.00000,nie,ogólnodostępny
1H,"[O] Technik hotelarstwa (ang-niem,fra,ros)",,Technik hotelarstwa,Technikum nr 29,ul. Ogrodowa,16,00-896,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Stenotypii i Języków Obcych,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1T,"[O] Technik organizacji turystyki (ang-niem,fra,ros)",,Technik organizacji turystyki,Technikum nr 29,ul. Ogrodowa,16,00-896,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Stenotypii i Języków Obcych,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1Ra/1Rb,"[O] Technik reklamy (ang-niem,fra,ros)",,Technik reklamy,Technikum nr 29,ul. Ogrodowa,16,00-896,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół Stenotypii i Języków Obcych,Warszawa,Wola,Warszawa,60,30,2,5,200.00000,nie,ogólnodostępny
1a,"[O] Technik rachunkowości (ang-hisz,niem)",,Technik rachunkowości,Technikum Ekonomiczne nr 8,ul. Fryderyka Joliot-Curie,13,02-646,Mokotów,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Technikum Ekonomiczne nr 8,Warszawa,Mokotów,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1b,"[O] Technik ekonomista (ang-hisz,niem)",,Technik ekonomista,Technikum Ekonomiczne nr 8,ul. Fryderyka Joliot-Curie,13,02-646,Mokotów,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Technikum Ekonomiczne nr 8,Warszawa,Mokotów,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1c,"[O] Technik ekonomista (ang-hisz,ros)",,Technik ekonomista,Technikum Ekonomiczne nr 8,ul. Fryderyka Joliot-Curie,13,02-646,Mokotów,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Technikum Ekonomiczne nr 8,Warszawa,Mokotów,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1d,"[O] Technik reklamy (ang-hisz,niem)",,Technik reklamy,Technikum Ekonomiczne nr 8,ul. Fryderyka Joliot-Curie,13,02-646,Mokotów,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Technikum Ekonomiczne nr 8,Warszawa,Mokotów,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1e,"[O] Technik reklamy (ang-hisz,ros)",,Technik reklamy,Technikum Ekonomiczne nr 8,ul. Fryderyka Joliot-Curie,13,02-646,Mokotów,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Technikum Ekonomiczne nr 8,Warszawa,Mokotów,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1EP,[O] Technik ekonomista (ang*-niem*),,Technik ekonomista,Technikum nr 10 im. Eugeniusza Kwiatkowskiego,ul. Szczęśliwicka,46,02-353,Ochota,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 4 im. Eugeniusza Kwiatkowskiego,Warszawa,Ochota,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1HP,[O] Technik handlowiec (ang*-niem*),,Technik handlowiec,Technikum nr 10 im. Eugeniusza Kwiatkowskiego,ul. Szczęśliwicka,46,02-353,Ochota,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 4 im. Eugeniusza Kwiatkowskiego,Warszawa,Ochota,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1A-Ba,[I-o] (ang*-niem*),,,CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,30,20,1.5,4,200.00000,nie,integracyjny cz. ogólnodostępna
1A-Bai,[I-i] (ang*-niem*),,,CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,10,20,0.5,4,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
1Cm,[O] (ang*-niem*),,,CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1ae,[I-o] Technik ekonomista (ang*-niem*),,Technik ekonomista,Technikum nr 2 z Oddziałami Integracyjnymi,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,15,20,0.75,5,200.00000,nie,integracyjny cz. ogólnodostępna
1aei,[I-i] Technik ekonomista (ang*-niem*),,Technik ekonomista,Technikum nr 2 z Oddziałami Integracyjnymi,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,5,20,0.25,5,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
1br,[I-o] Technik reklamy (ang*-niem*),,Technik reklamy,Technikum nr 2 z Oddziałami Integracyjnymi,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,15,20,0.75,5,200.00000,nie,integracyjny cz. ogólnodostępna
1bri,[I-i] Technik reklamy (ang*-niem*),,Technik reklamy,Technikum nr 2 z Oddziałami Integracyjnymi,ul. Szczawnicka,1,04-089,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 5 im. Stefana Kisielewskiego,Warszawa,Praga Południe,Warszawa,5,20,0.25,5,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
"1La,Lb",[O] geogr-ang-hiszp (ang-hisz),"geografia, język angielski, język hiszpański",,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,64,32,2,4,200.00000,nie,ogólnodostępny
1Ld,"[PW] hist-ang (ang-hisz,niem,ros)","historia, język angielski",,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,30,30,1,4,100.00000,tak,przygotowania wojskowego
1Lc,"[O] biol-ang (ang-hisz,niem,ros)","biologia, język angielski",,CXXV Liceum Ogólnokształcące im. Waldemara Milewicza,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1Ta,"[O] Technik ekonomista (ang-hisz,niem,ros)",,Technik ekonomista,Technikum nr 3 im. Ludwika Krzywickiego,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1Tb,"[O] Technik organizacji turystyki (ang-hisz,niem,ros)",,Technik organizacji turystyki,Technikum nr 3 im. Ludwika Krzywickiego,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1Tc,"[O] Technik logistyk (ang-hisz,niem,ros)",,Technik logistyk,Technikum nr 3 im. Ludwika Krzywickiego,ul. Chłodna,36/46,00-872,Wola,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 7 im. Szczepana Bońkowskiego,Warszawa,Wola,Warszawa,30,30,1,5,200.00000,nie,ogólnodostępny
1ai,[O] Technik informatyk (ang*-niem),,Technik informatyk,Technikum nr 25 im. Stanisława Staszica,ul. Włodzimierza Perzyńskiego,10,01-883,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 10 im. Stanisława Staszica,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1at,[O] Technik organizacji turystyki (ang*-hisz),,Technik organizacji turystyki,Technikum nr 25 im. Stanisława Staszica,ul. Włodzimierza Perzyńskiego,10,01-883,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 10 im. Stanisława Staszica,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1s,[O] Technik spedytor (ang*-niem),,Technik spedytor,Technikum nr 25 im. Stanisława Staszica,ul. Włodzimierza Perzyńskiego,10,01-883,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 10 im. Stanisława Staszica,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1E,"[O] Technik organizacji turystyki (ang*-niem*,ros*)",,Technik organizacji turystyki,Technikum nr 20,ul. Ratuszowa,13,03-450,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 11 im. Władysława Grabskiego,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1G,"[O] Technik hotelarstwa (ang*-niem*,ros*)",,Technik hotelarstwa,Technikum nr 20,ul. Ratuszowa,13,03-450,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 11 im. Władysława Grabskiego,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1C,"[O] Technik handlowiec (ang*-niem*,ros*)",,Technik handlowiec,Technikum nr 20,ul. Ratuszowa,13,03-450,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 11 im. Władysława Grabskiego,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1AT,[O] Technik organizacji turystyki (ang-hisz),,Technik organizacji turystyki,Technikum nr 12,ul. Siennicka,15,04-395,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 12 im. Olimpijczyków Polskich,Warszawa,Praga Południe,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1AL,[O] Technik logistyk (ang-niem),,Technik logistyk,Technikum nr 12,ul. Siennicka,15,04-395,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 12 im. Olimpijczyków Polskich,Warszawa,Praga Południe,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1AE,[O] Technik eksploatacji portów i terminali (ang-niem),,Technik eksploatacji portów i terminali,Technikum nr 12,ul. Siennicka,15,04-395,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 12 im. Olimpijczyków Polskich,Warszawa,Praga Południe,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1b,[O] Technik budowy dróg (ang*-niem*),,Technik budowy dróg,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1g,[O] Technik geodeta (ang*-niem*),,Technik geodeta,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1t,[O] Technik urządzeń i systemów energetyki odnawialnej (ang*-ros*),,Technik urządzeń i systemów energetyki odnawialnej,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1i1k,"[O] Technik informatyk (ang*-niem*,ros*)",,Technik informatyk,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,64,32,2,5,200.00000,nie,ogólnodostępny
1d1p,[O] Technik grafiki i poligrafii cyfrowej (ang*-niem*),,Technik grafiki i poligrafii cyfrowej,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1a,[O] Technik programista (ang*-niem*),,Technik programista,Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka,ul. Józefa Szanajcy,5,03-481,Praga-Północ,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 14,Warszawa,Praga Północ,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1A,"[O] hist-mat-wos (ang-niem*,hisz*,fra,ros)","historia, matematyka, wiedza o społeczeństwie",,VIII Liceum Ogólnokształcące im. Władysława IV,ul. Jagiellońska,38,03-719,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,VIII Liceum Ogólnokształcące im. Władysława IV,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1B,"[O] mat-biol-chem (ang-niem*,hisz*,fra,ros)","matematyka, biologia, chemia",,VIII Liceum Ogólnokształcące im. Władysława IV,ul. Jagiellońska,38,03-719,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,VIII Liceum Ogólnokształcące im. Władysława IV,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1C,"[O] mat-fiz-inf (ang-niem*,hisz*,fra,ros)","matematyka, fizyka, informatyka",,VIII Liceum Ogólnokształcące im. Władysława IV,ul. Jagiellońska,38,03-719,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,VIII Liceum Ogólnokształcące im. Władysława IV,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D,"[O] mat-fiz-chem (ang-niem*,hisz*,fra,ros)","matematyka, fizyka, chemia",,VIII Liceum Ogólnokształcące im. Władysława IV,ul. Jagiellońska,38,03-719,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,VIII Liceum Ogólnokształcące im. Władysława IV,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1E,"[O] mat-geogr-ang (ang-niem*,hisz*,fra,ros)","matematyka, geografia, język angielski",,VIII Liceum Ogólnokształcące im. Władysława IV,ul. Jagiellońska,38,03-719,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,VIII Liceum Ogólnokształcące im. Władysława IV,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1a,"[O] biol-ang-pol (ang*-hisz*,niem*)","biologia, język angielski, język polski",,LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1b,[O] geogr-ang-hiszp (ang*-hisz*),"geografia, język angielski, język hiszpański",,LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1c,"[O] geogr-ang-mat (ang*-hisz*,niem*)","geografia, język angielski, matematyka",,LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1tg,"[O] Technik grafiki i poligrafii cyfrowej (ang*-hisz*,niem*,ros*)",,Technik grafiki i poligrafii cyfrowej,Technikum Księgarskie im. Stefana Żeromskiego,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1tk,"[O] Technik księgarstwa (ang*-hisz*,niem*,ros*)",,Technik księgarstwa,Technikum Księgarskie im. Stefana Żeromskiego,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1tr,"[O] Technik reklamy (ang*-hisz*,niem*,ros*)",,Technik reklamy,Technikum Księgarskie im. Stefana Żeromskiego,ul. Stefana Żeromskiego,81,01-882,Bielany,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 18,Warszawa,Bielany,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
"1TA,B",[O] Technik analityk (ang-niem),,Technik analityk,Technikum nr 27 im. prof. Józefa Zawadzkiego,ul. Saska,78,03-914,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 21,Warszawa,Praga Południe,Warszawa,64,32,2,5,200.00000,nie,ogólnodostępny
1FA,[O] Technik usług fryzjerskich (ang-niem),,Technik usług fryzjerskich,Technikum nr 27 im. prof. Józefa Zawadzkiego,ul. Saska,78,03-914,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 21,Warszawa,Praga Południe,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1TK,[O] Technik chłodnictwa i klimatyzacji (ang-niem),,Technik chłodnictwa i klimatyzacji,Technikum nr 27 im. prof. Józefa Zawadzkiego,ul. Saska,78,03-914,Praga-Południe,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 21,Warszawa,Praga Południe,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1A,[O] fiz-ang-mat (ang-niem*),"fizyka, język angielski, matematyka",,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,ul. Emiliana Konopczyńskiego,4,00-335,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1B,[O] geogr-ang-mat (ang-niem*),"geografia, język angielski, matematyka",,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,ul. Emiliana Konopczyńskiego,4,00-335,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1C,[O] hist-pol-wos (ang-hisz*),"historia, język polski, wiedza o społeczeństwie",,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,ul. Emiliana Konopczyńskiego,4,00-335,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1D,[O] biol-chem-mat (ang-hisz*),"biologia, chemia, matematyka",,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,ul. Emiliana Konopczyńskiego,4,00-335,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1E,[O] ang-hiszp-pol (ang-hisz*),"język angielski, język hiszpański, język polski",,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,ul. Emiliana Konopczyńskiego,4,00-335,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 22 im. Emiliana Konopczyńskiego,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
