Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
2805;1Er;[O] geogr-mat-ros (ang-ros);geografia, matematyka, język rosyjski;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;16;33;0.4848484848;4;200.00000;nie;ogólnodostępny;110;1;110;0;0;110;0;0;5;5;0;0;5;0;0;0;0;0;14;16;13
2815;1Fn;[O] mat-ang-niem (ang-niem);matematyka, język angielski, język niemiecki;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;16;33;0.4848484848;4;200.00000;nie;ogólnodostępny;190;1;189;1;0;189;1;0;8;8;0;0;8;0;0;0;0;0;23;16;15
2820;1Fh;[O] mat-ang-hiszp (ang-hisz);matematyka, język angielski, język hiszpański;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;17;33;0.5151515152;4;200.00000;nie;ogólnodostępny;307;2;303;4;0;303;4;0;10;10;0;0;10;0;0;0;0;0;42;17;14
3955;1a;[O] pol-ang-wos (ang-niem*,fra*,hisz*,wlo,ros);język polski, język angielski, wiedza o społeczeństwie;;;20;799196;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;ul. Wolność;1-Mar;01-018;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;20;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;837;10;829;8;0;829;8;0;73;71;2;0;71;2;0;1;1;0;182;32;32
3957;1b;[O] ang-geogr-mat (ang-niem*,fra*,hisz*,wlo,ros);język angielski, geografia, matematyka;;;20;799196;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;ul. Wolność;1-Mar;01-018;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;20;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;871;5;865;6;0;866;5;0;40;40;0;0;40;0;0;3;3;0;129;30;26
3958;1c;[O] ang-biol-chem (ang-niem*,fra*,hisz*,wlo,ros);język angielski, biologia, chemia;;;20;799196;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;ul. Wolność;1-Mar;01-018;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;20;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;685;3;682;3;0;682;3;0;51;51;0;0;51;0;0;0;0;0;118;33;32
3959;1d;[O] ang-geogr (ang-niem,hisz);język angielski, geografia;;;20;799196;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;ul. Wolność;1-Mar;01-018;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;20;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;785;8;780;5;0;779;6;0;52;52;0;0;52;0;0;0;0;0;153;33;27
3962;1e;[D] wos-geogr (ang-niem*,fra*,hisz*,wlo,ros);wiedza o społeczeństwie, geografia;;;20;799196;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;ul. Wolność;1-Mar;01-018;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;20;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;Warszawa;17;Wola;Warszawa;33;33;1;4;225.65000;tak;dwujęzyczny;222;2;220;2;0;220;2;0;34;33;1;0;33;1;0;2;2;0;20;31;32
4452;1M_mat-fiz;[D] mat-fiz (ang-fra*,hisz*,niem*);matematyka, fizyka;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;31;31;1;4;225.65000;tak;dwujęzyczny;245;3;244;1;0;244;1;0;60;60;0;0;60;0;0;0;0;0;59;31;31
4562;1P_biol-chem;[D] biol-chem (ang-fra*,hisz*,niem*);biologia, chemia;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;62;31;2;4;225.65000;tak;dwujęzyczny;255;4;253;2;0;253;2;0;67;66;1;0;67;0;0;0;0;0;35;62;62
4684;1G_mat-społ;[D] mat-geogr (ang-fra*,hisz*,niem*);matematyka, geografia;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;31;31;1;4;225.65000;tak;dwujęzyczny;236;1;236;0;0;234;2;0;53;53;0;0;53;0;0;0;0;0;59;31;31
4714;1LN_ling-społ;[D] niem-hist (ang-niem);język niemiecki, historia;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;64;1;64;0;0;63;1;0;8;8;0;0;8;0;0;1;1;0;4;15;16
4719;1LH_ling-społ;[D] hiszp-hist (ang-hisz);język hiszpański, historia;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;16;32;0.5;4;225.65000;tak;dwujęzyczny;93;1;93;0;0;93;0;0;14;14;0;0;14;0;0;1;1;0;14;15;16
4857;1MYP_1/2;[M] (ang-fra*,hisz*,niem*);;;;115;799204;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;ul. Józefa Bema;76;01-225;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;95;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;Warszawa;17;Wola;Warszawa;62;31;2;4;225.65000;tak;międzynarodowy;314;5;313;1;0;310;4;0;142;142;0;0;140;2;0;2;2;0;67;60;62
4341;1A;[O] biol-chem-ang (ang-niem*);biologia, chemia, język angielski;;;27;799210;XLV Liceum Ogólnokształcące im. Romualda Traugutta;ul. Miła;26;01-047;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;27;XLV Liceum Ogólnokształcące im. Romualda Traugutta;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;314;2;310;3;1;312;1;1;8;7;0;1;7;0;1;2;2;0;27;27;26
4346;1B;[O] pol-wos-ang (ang-ros*);język polski, wiedza o społeczeństwie, język angielski;;;27;799210;XLV Liceum Ogólnokształcące im. Romualda Traugutta;ul. Miła;26;01-047;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;27;XLV Liceum Ogólnokształcące im. Romualda Traugutta;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;426;3;423;2;1;423;2;1;30;30;0;0;30;0;0;4;4;0;95;26;27
4356;1C;[O] ang-geogr (ang-hisz*);język angielski, geografia;;;27;799210;XLV Liceum Ogólnokształcące im. Romualda Traugutta;ul. Miła;26;01-047;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;27;XLV Liceum Ogólnokształcące im. Romualda Traugutta;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;716;6;715;1;0;715;1;0;29;29;0;0;29;0;0;3;3;0;129;27;29
4361;1D;[O] mat-inf-ang (ang-niem*);matematyka, informatyka, język angielski;;;27;799210;XLV Liceum Ogólnokształcące im. Romualda Traugutta;ul. Miła;26;01-047;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;27;XLV Liceum Ogólnokształcące im. Romualda Traugutta;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;420;13;414;6;0;414;6;0;17;14;3;0;15;2;0;3;3;0;35;27;28
5830;1a;[O] mat-fiz-inf (ang-fra*,hisz*,niem*,ros*);matematyka, fizyka, informatyka;;;13;799240;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;ul. Grójecka;93;02-101;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;13;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;Warszawa;5;Ochota;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;780;10;774;6;0;771;9;0;70;70;0;0;70;0;0;0;0;0;140;64;63
5843;1b;[O] mat-geogr-hiszp (ang-hisz*);matematyka, geografia, język hiszpański;;;13;799240;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;ul. Grójecka;93;02-101;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;13;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;499;0;493;6;0;492;7;0;56;55;1;0;55;1;0;0;0;0;112;32;31
5848;1c;[O] pol-ang-hist (ang-fra*,niem*,hisz*,ros*);język polski, język angielski, historia;;;13;799240;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;ul. Grójecka;93;02-101;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;13;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;638;10;631;7;0;628;10;0;74;72;2;0;72;2;0;0;0;0;159;32;30
5853;1d;[O] mat-biol-chem (ang-fra*,niem*,hisz*,ros*);matematyka, biologia, chemia;;;13;799240;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;ul. Grójecka;93;02-101;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;13;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;664;3;662;2;0;660;4;0;58;57;1;0;57;1;0;0;0;0;143;32;31
5858;1e;[O] hist-wos-ang (ang-fra*,hisz*,niem*,ros*);historia, wiedza o społeczeństwie, język angielski;;;13;799240;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;ul. Grójecka;93;02-101;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;13;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;541;11;539;2;0;538;3;0;51;51;0;0;51;0;0;0;0;0;127;32;31
5631;1a_wos;[O] pol-wos (ang-ros*,niem*);język polski, wiedza o społeczeństwie;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;373;5;364;9;0;364;9;0;27;23;4;0;23;4;0;0;0;0;67;16;16
5632;1a_his;[O] pol-hist (ang-ros*,niem*);język polski, historia;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;363;2;357;6;0;358;5;0;17;16;1;0;16;1;0;1;1;0;64;15;15
5637;1b;[O] biol-chem (ang-ros*,niem*);biologia, chemia;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;421;5;418;3;0;419;2;0;30;30;0;0;29;1;0;0;0;0;59;32;23
5642;1c;[O] ang (ang-ros*,niem*);język angielski;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;452;3;444;8;0;443;9;0;37;34;3;0;34;3;0;1;1;0;54;31;28
5650;1d;[O] mat-fiz (ang-ros*,niem*);matematyka, fizyka;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;404;4;399;5;0;399;5;0;10;10;0;0;10;0;0;0;0;0;33;32;22
5660;1e;[O] mat (ang-ros*,niem*);matematyka;;;30;799262;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;ul. Szczęśliwicka;50/54;02-353;Ochota;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;30;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;Warszawa;5;Ochota;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;411;1;406;5;0;405;6;0;18;17;1;0;16;2;0;0;0;0;36;32;28
3551;1A;[O] mat-ang (ang-hisz,niem,ros);matematyka, język angielski;;;33;799279;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;ul. Dzieci Warszawy;42;02-495;Ursus;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;33;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;Warszawa;11;Ursus;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;203;4;200;3;0;200;3;0;17;16;1;0;16;1;0;4;1;3;16;27;23
3791;1B;[O] biol-ang (ang-hisz,niem,ros);biologia, język angielski;;;33;799279;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;ul. Dzieci Warszawy;42;02-495;Ursus;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;33;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;Warszawa;11;Ursus;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;180;4;174;6;0;173;7;0;19;19;0;0;18;1;0;4;0;4;15;26;26
3871;1C;[O] mat-ang (ang-hisz,niem,fra,ros);matematyka, język angielski;;;33;799279;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;ul. Dzieci Warszawy;42;02-495;Ursus;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;33;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;Warszawa;11;Ursus;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;164;1;162;2;0;162;2;0;10;10;0;0;10;0;0;3;1;2;2;27;27
3876;1D;[O] pol-ang (ang-hisz,niem,fra,ros);język polski, język angielski;;;33;799279;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;ul. Dzieci Warszawy;42;02-495;Ursus;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;33;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;Warszawa;11;Ursus;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;313;6;309;4;0;309;4;0;48;45;3;0;45;3;0;1;1;0;62;31;22
1838;1a;[O] pol-hist-wos (ang-niem,ros);język polski, historia, wiedza o społeczeństwie;;;198;799322;Liceum Ogólnokształcące im. Wojska Polskiego;Chemików;1;05-100;brak;Nowy Dwór Mazowiecki;921148;Nowy Dwór Mazowiecki (m);1414011;nowodworski;1414;MAZOWIECKIE;14;LO;szkoła publiczna;141;Liceum Ogólnokształcące im. Wojska Polskiego ;Nowy Dwór Mazowiecki;24;Powiat Nowodworski;Nowy Dwór Mazowiecki;30;30;1;4;200.00000;nie;ogólnodostępny;120;3;119;1;0;118;2;0;28;28;0;0;27;1;0;0;0;0;8;30;29
1862;1b;[O] biol-chem-ang (ang-fra,niem);biologia, chemia, język angielski;;;198;799322;Liceum Ogólnokształcące im. Wojska Polskiego;Chemików;1;05-100;brak;Nowy Dwór Mazowiecki;921148;Nowy Dwór Mazowiecki (m);1414011;nowodworski;1414;MAZOWIECKIE;14;LO;szkoła publiczna;141;Liceum Ogólnokształcące im. Wojska Polskiego ;Nowy Dwór Mazowiecki;24;Powiat Nowodworski;Nowy Dwór Mazowiecki;30;30;1;4;200.00000;nie;ogólnodostępny;106;3;105;1;0;105;1;0;34;33;1;0;33;1;0;0;0;0;8;30;27
1866;1c;[O] mat-fiz-inf (ang-fra,niem);matematyka, fizyka, informatyka;;;198;799322;Liceum Ogólnokształcące im. Wojska Polskiego;Chemików;1;05-100;brak;Nowy Dwór Mazowiecki;921148;Nowy Dwór Mazowiecki (m);1414011;nowodworski;1414;MAZOWIECKIE;14;LO;szkoła publiczna;141;Liceum Ogólnokształcące im. Wojska Polskiego ;Nowy Dwór Mazowiecki;24;Powiat Nowodworski;Nowy Dwór Mazowiecki;30;30;1;4;200.00000;nie;ogólnodostępny;97;4;96;1;0;95;2;0;18;17;1;0;17;1;0;0;0;0;0;20;20
1869;1d;[O] mat-geogr-ang (ang-fra,niem);matematyka, geografia, język angielski;;;198;799322;Liceum Ogólnokształcące im. Wojska Polskiego;Chemików;1;05-100;brak;Nowy Dwór Mazowiecki;921148;Nowy Dwór Mazowiecki (m);1414011;nowodworski;1414;MAZOWIECKIE;14;LO;szkoła publiczna;141;Liceum Ogólnokształcące im. Wojska Polskiego ;Nowy Dwór Mazowiecki;24;Powiat Nowodworski;Nowy Dwór Mazowiecki;30;30;1;4;200.00000;nie;ogólnodostępny;118;2;118;0;0;117;1;0;30;30;0;0;30;0;0;1;0;1;10;29;25
1645;1a;[O] hist-pol-wos (ang-fra*,niem*,ros*);historia, język polski, wiedza o społeczeństwie;;;161;799397;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Chyliczkowska;17;05-500;brak;Piaseczno;921438;Piaseczno (M-w);1418044;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;120;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Piaseczno;19;Powiat Piaseczyński;Piaseczno;28;28;1;4;200.00000;nie;ogólnodostępny;341;7;334;7;0;334;7;0;90;88;2;0;88;2;0;0;0;0;125;28;27
1684;1b,1d;[O] mat-fiz-ang (ang-fra*,niem*,ros*);matematyka, fizyka, język angielski;;;161;799397;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Chyliczkowska;17;05-500;brak;Piaseczno;921438;Piaseczno (M-w);1418044;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;120;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Piaseczno;19;Powiat Piaseczyński;Piaseczno;56;28;2;4;200.00000;nie;ogólnodostępny;323;3;322;1;0;321;2;0;97;96;1;0;95;2;0;0;0;0;101;56;54
1688;1e,1f;[O] mat-geogr-ang (ang-fra*,niem*,ros*);matematyka, geografia, język angielski;;;161;799397;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Chyliczkowska;17;05-500;brak;Piaseczno;921438;Piaseczno (M-w);1418044;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;120;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Piaseczno;19;Powiat Piaseczyński;Piaseczno;56;28;2;4;200.00000;nie;ogólnodostępny;403;6;400;3;0;398;5;0;100;99;1;0;98;2;0;2;2;0;135;54;54
1696;1c;[O] biol-chem-mat (ang-fra*,niem*,ros*);biologia, chemia, matematyka;;;161;799397;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Chyliczkowska;17;05-500;brak;Piaseczno;921438;Piaseczno (M-w);1418044;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;120;IV Liceum Ogólnokształcące im. rtm. Witolda Pileckiego;Piaseczno;19;Powiat Piaseczyński;Piaseczno;28;28;1;4;200.00000;nie;ogólnodostępny;245;1;243;2;0;242;3;0;95;94;1;0;93;2;0;0;0;0;91;28;27
4311;1A;[O] mat-inf-fiz (ang-hisz*,niem*,fra*,wlo);matematyka, informatyka, fizyka;;;23;835199;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;ul. Platynowa;1;00-800;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;23;XL Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Stefana Żeromskiego;Warszawa;17;Wola;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;675;14;669;6;0;669;6;0;61;60;1;0;60;1;0;0;0;0;160;32;32
4316;1B;[O] biol-chem (ang-hisz*,niem*,fra*,wlo);biologia, chemia;;;23;835199;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;ul. Platynowa;1;00-800;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;23;XL Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Stefana Żeromskiego;Warszawa;17;Wola;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;580;2;568;12;0;565;15;0;76;73;3;0;73;3;0;0;0;0;164;31;31
4320;1C;[O] mat-biol-chem (ang-hisz*,niem*,fra*,wlo);matematyka, biologia, chemia;;;23;835199;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;ul. Platynowa;1;00-800;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;23;XL Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Stefana Żeromskiego;Warszawa;17;Wola;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;572;2;567;5;0;566;6;0;42;42;0;0;42;0;0;0;0;0;138;31;31
4324;1D;[O] mat-chem (ang-hisz*,niem*,fra*,wlo);matematyka, chemia;;;23;835199;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;ul. Platynowa;1;00-800;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;23;XL Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Stefana Żeromskiego;Warszawa;17;Wola;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;338;2;334;4;0;333;5;0;26;25;1;0;23;3;0;0;0;0;70;31;29
