district;school_name;school_class;points_min;points_max;points_avg
Targówek;Technikum nr 11 im. Piotra Wysockiego;1ep [O] Technik grafiki i poligrafii cyfrowej (ang-fra*,niem*);92,75;150,75;109,07
Targówek;Technikum nr 11 im. Piotra Wysockiego;1fp [O] Technik lotniskowych służb operacyjnych (ang-niem*,ros*);59,85;138,95;94,58
Targówek;Technikum nr 11 im. Piotra Wysockiego;1gp [O] Technik ekonomista (ang-niem*,ros*);36,05;152,3;99,43
Targówek;Technikum nr 30;1TD [O] Technik technologii drewna (ang-niem*,ros*);47,05;132,35;83,57
Targówek;Technikum nr 30;1TF [O] Technik usług fryzjerskich (ang-niem*,ros*);43,85;122;74,41
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1A [O] pol-hist-ang (ang-niem,fra);131,55;165,85;144,00
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1B [O] mat-fiz-ang (ang-hisz,niem);119,85;167,8;136,21
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1C [O] biol-chem-ang (ang-hisz,niem);138,75;167,75;150,80
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1D [O] mat-inf-ang (ang-hisz,niem);141,15;167,8;154,43
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1E [O] mat-geogr-ang (ang-fra,niem);148;182,75;155,15
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1F [O] geogr-wos-ang (ang-fra,niem);136,85;167;147,16
Targówek;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;1G [O] pol-hist-ang (ang-fra,hisz);128,3;158;141,43
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;0ahp [DW] hiszp-ang-geogr (hisz*-ang);132,5;235,15;184,49
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;0anp [DW] niem-ang-geogr (niem*-ang);129,4;214,55;155,83
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1ahp [D] hiszp-ang-geogr (hisz-ang);153,5;180,2;163,35
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1bmp [O] obcy-biol-chem (fra*,hisz*,niem*,ros*,wlo*-ang);97,05;162,85;126,39
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1bp [O] obcy-pol-biol (fra*,hisz*,niem*,ros*,wlo*-ang);94,1;163,55;117,77
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1cp [O] obcy-pol-hist (fra*,hisz*,niem*,ros*,wlo*-ang);119,85;148,05;130,53
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1dp [O] ang-mat-geogr (ang-niem*);113,05;153,65;128,61
Targówek;XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego;1fp [O] obcy-pol-hist (fra*,hisz*,niem*,ros*,wlo*-ang);115,6;153,1;124,42
Ursus;Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego;1B [O] wielozawodowa (ang*);24,75;93,15;60,26
Ursus;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;1A [O] mat-ang (ang-hisz,niem,ros);103,9;151,3;124,97
Ursus;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;1B [O] biol-ang (ang-hisz,niem,ros);69,85;132,8;98,45
Ursus;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;1C [O] mat-ang (ang-hisz,niem,fra,ros);61,85;126,8;95,16
Ursus;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;1D [O] pol-ang (ang-hisz,niem,fra,ros);106,5;142,55;117,06
Ursus;Technikum nr 8 im. Jana Karskiego;1AI [O] Technik informatyk (ang*-niem*);70,95;131,25;93,93
Ursus;Technikum nr 8 im. Jana Karskiego;1TOT [O] Technik organizacji turystyki (ang*-niem*);48,55;106,35;71,24
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1Ah_DWA [D] pol-hist-h.szt. (ang-hisz);104;186,35;150,45
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1B_DWH [D] geogr-wos-ang (hisz-ang);84,69;172,21;139,14
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1Ch_dla_sportowców [O] mat-biol-ang (ang-hisz);132,75;186,8;152,41
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1Cn_dla_sportowców [O] mat-biol-ang (ang-niem);128,75;160,9;140,49
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1Dh [O] biol-chem-ang (ang-hisz);87,55;168,1;126,87
Ursynów;CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej;1Dn [O] biol-chem-ang (ang-niem);97,45;166,55;128,77
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1ah [O] pol-hist-ang (ang-hisz*);125,45;167,75;137,93
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1an [O] pol-hist-ang (ang-niem*);115,8;167,6;130,38
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1bh [O] biol-chem-ang (ang-hisz*);132,15;167,65;146,64
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1bn [O] biol-chem-ang (ang-niem*);89,85;150,45;128,69
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1ch [O] wos-geogr-ang (ang-hisz*);131,85;158,75;140,55
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1cn [O] wos-geogr-ang (ang-niem*);121,55;139,8;128,26
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1dh [O] mat-ang (ang-hisz*);114,05;165;133,00
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1dn [O] mat-ang (ang-niem*);106,25;171,1;128,78
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1ei [I-i] mat-geogr-ang (ang-niem*,hisz*);0;0;0
Ursynów;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;1eo [I-o] mat-geogr-ang (ang-niem*,hisz*);121,05;156,25;130,23
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1A1 [O] pol-hist-wos (ang-wlo);148,35;166,55;153,67
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1A2 [O] pol-hist-wos (ang-fra);142,8;158,1;148,08
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1B1 [O] mat-fiz-inf (ang-niem);155,9;178,7;164,33
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1B2 [O] mat-fiz-inf (ang-hisz);156,15;171,45;161,09
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1C1 [O] mat-geogr-niem (ang-niem);146,35;156;151,63
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1C2 [O] mat-geogr-hiszp (ang-hisz);147,95;169,95;154,94
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1D1 [O] mat-geogr-ang (ang-niem);159,6;170,95;164,65
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1D2 [O] mat-geogr-ang (ang-hisz);160,15;179,2;166,54
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1E1 [O] biol-chem-mat (ang-niem);155,5;175,15;164,82
Ursynów;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;1E2 [O] biol-chem-mat (ang-fra);151,25;172,05;156,33
Wawer;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;1a [O] geogr-mat-ang (ang-niem*,ros*,hisz*);132,45;157,8;143,84
Wawer;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;1b [O] biol-chem-ang (ang-niem*,hisz*,ros*);121,05;157,3;136,19
Wawer;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;1c [O] pol-hist-ang (ang-niem*,hisz*,ros*);105,75;155,3;122,28
Wawer;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;1d [O] geogr-wos-ang (ang-niem*,hisz*,ros*);120,55;173,05;134,03
Wawer;"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""KUBY""";1A [O] geogr-wos-ang (ang-hisz,niem);79,65;163;98,77
Wawer;"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""KUBY""";1B(i) [I-i] pol-wos-ang (ang-hisz,niem);0;0;0
Wawer;"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""KUBY""";1B(o) [I-o] pol-wos-ang (ang-hisz,niem);40,05;120,65;76,28
Wawer;"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""KUBY""";1C [O] pol-hist-ang (ang-hisz,niem);51,4;104,4;74,79
Wesoła;CLXIII Liceum Ogólnokształcące;1A [O] pol (ang-niem*,hisz*);108,95;170,75;128,81
Wesoła;CLXIII Liceum Ogólnokształcące;1B [O] mat (ang-niem*,hisz*);112,25;154,45;130,10
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1a1 [D] ang-geogr-wos (ang-wlo);145,67;188,31;164,51
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1a2 [D] ang-geogr-wos (ang-niem);85,87;165,13;138,79
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1b1 [O] ang-hiszp-mat (ang-hisz);127,75;149,45;134,29
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1b2 [O] ang-mat-wło (ang-wlo);106,05;157,35;123,73
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1c [O] ang-geogr-mat (ang-ros,niem,fra,hisz);128,25;171,2;143,27
Wilanów;XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego;1d [O] ang-mat-fiz (ang-ros,niem,fra,hisz);90,65;171,75;134,57
Włochy;CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego;1a [O] mat-fiz-inf (ang-niem*,ros,hisz*);125,5;196,25;150,38
Włochy;CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego;1b [O] mat-geogr-wos (ang-niem*,ros,hisz*);142,25;178,35;157,83
Włochy;CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego;1c [O] biol-chem-mat (ang-niem*,ros,hisz*);116,6;180,45;141,48
Włochy;CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego;1d [O] pol-hist-wos (ang-niem*,ros,hisz*);124,1;179,25;137,09
Włochy;CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego;1e [O] biol-chem-ang (ang-niem*,ros,hisz*);122,6;169,25;145,98
Włochy;"LXXIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zawiszaków Proporca ""Victoria""";1a [O] geogr-wos-ang (ang*-hisz*,niem*);42,4;154,25;95,05
Włochy;LXXXIV Liceum Ogólnokształcące im. Bohaterów Narwiku;1La [O] geogr-ang-mat (ang-hisz,niem);92,25;171,9;113,56
Włochy;Technikum nr 9 Lotnicze im. Bohaterów Narwiku;1Ta [O] Technik awionik (ang-hisz,niem);135,7;174,1;152,86
Włochy;Technikum nr 9 Lotnicze im. Bohaterów Narwiku;1Tc,d [O] Technik mechanik lotniczy (ang-hisz,niem);101,55;170,8;132,80
Włochy;Technikum nr 9 Lotnicze im. Bohaterów Narwiku;1TI [O] Technik informatyk (ang-niem);137,75;171,25;150,55
Wola;Branżowa Szkoła Fototechniczna I stopnia;1BF [O] Fotograf (ang);73,2;120,05;89,13
Wola;Branżowa Szkoła I stopnia nr 39;1w [O] wielozawodowa (ang);11,95;116,15;52,40
Wola;Branżowa Szkoła I stopnia nr 39;1wi(i) [I-i] wielozawodowa (ang);0;0;0
Wola;Branżowa Szkoła I stopnia nr 39;1wi(o) [I-o] wielozawodowa (ang);18,2;92,6;52,51
Wola;Branżowa Szkoła I stopnia nr 6 im. Michała Konarskiego;1a [O] Kucharz (ang);19,05;65,45;45,28
Wola;Branżowa Szkoła Samochodowa I stopnia nr 1;1bm [O] Mechanik pojazdów samochodowych (ang);18,95;80,65;47,24
Wola;CLXI Liceum Ogólnokształcące;1AL [O] mat-geogr-ang (ang-hisz*,niem*);128,45;178,6;143,43
Wola;CLXI Liceum Ogólnokształcące;1BL [O] biol-chem-ang (ang-hisz*,niem*);117,15;176,8;138,62
Wola;CLXI Liceum Ogólnokształcące;1CL [O] mat-fiz-ang (ang-hisz*,niem*);85,75;165,9;123,37
Wola;CLXI Liceum Ogólnokształcące;1DL [O] hist-wos-ang (ang-niem*,hisz*);109,45;152,35;121,77
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1aF [O] ang-wos-hist (ang-fra);131,15;154,3;139,44
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1aN [O] ang-wos-hist (ang-niem);131,45;145,45;138,48
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1bF [O] pol-wos-ang (ang-fra);127,05;154,3;137,76
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1bN [O] pol-wos-ang (ang-niem);123,2;162,25;131,05
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1cN [O] mat-biol-chem (ang-niem);136,05;158,05;144,60
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1cR [O] mat-biol-chem (ang-ros);117,6;148,3;129,70
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1dH [O] mat-geogr-ang (ang-hisz);142,85;157,45;148,97
Wola;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;1dN [O] mat-geogr-ang (ang-niem);131,35;158,95;141,38
Wola;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;1La [O] ang-hiszp-geogr (ang-hisz);71,95;147,95;102,25
Wola;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;1Ld [PW] ang-hist (ang-hisz,niem,ros);51;100;71,69
Wola;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;1Le [PW] ang-mat (ang-hisz,niem,ros);45;88;64,44
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1A [O] pol-hist-hiszp (hisz*-ang);116,95;154,1;132,03
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1B [O] pol-hist-wos (ang-fra*);124,7;175,4;137,89
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1C [O] geogr-mat-ang (ang-hisz*);147,85;166,9;154,30
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1D [O] mat-inf-fiz (ang-ros*);119,1;153,5;131,14
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1E [O] mat-fiz-inf (ang-niem*);133,15;174,25;145,29
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1F [O] biol-chem-mat (ang-niem*);130,75;158,7;141,75
Wola;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;1G [O] biol-chem-ang (ang-niem*);126,15;160,55;139,02
Wola;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";1A [O] pol-wos-ang (ang-hisz*,fra*);124,4;159,05;138,47
Wola;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";1B [O] mat-fiz-ang (ang-niem*,ros*);93,2;144,65;111,20
Wola;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";1C [O] mat-geogr-ang (ang-hisz*,niem*);109,75;157,65;128,87
Wola;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";1D [O] biol-chem-ang (ang-ros*,hisz*);114,25;154,15;130,07
Wola;LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego;1la [O] ang-mat (ang-niem*);86,5;147,35;108,99
Wola;LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego;1lb [O] ang-wos (ang-niem*);83,75;148,3;104,26
Wola;LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego;1lc [O] ang-geogr (ang-niem*);75,85;146,65;97,33
Wola;Technikum Budowlane nr 5 im. prof. Stefana Bryły;1at [O] Technik budownictwa (ang-niem*);56,5;163,25;90,94
Wola;Technikum Budowlane nr 5 im. prof. Stefana Bryły;1bt [O] Technik robót wykończeniowych w budownictwie (ang-niem*);50,5;107,4;79,58
Wola;Technikum Budowlane nr 5 im. prof. Stefana Bryły;1kt [O] Technik architektury krajobrazu (ang-ros*);43,35;117,25;78,81
Wola;Technikum Budowlane nr 5 im. prof. Stefana Bryły;1st [O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem*);55,5;139,05;83,23
Wola;Technikum Elektroniczne nr 1;1A [O] Technik elektronik (ang-ros*);77,05;163,1;108,28
Wola;Technikum Elektroniczne nr 1;1B [O] Technik mechatronik (ang-ros*);107,4;166,45;133,09
Wola;Technikum Elektroniczne nr 1;1C [O] Technik mechatronik (ang-niem*);121,2;175,8;142,54
Wola;Technikum Elektroniczne nr 1;1D [O] Technik programista (ang-niem*);143,75;179,35;153,53
Wola;Technikum Elektroniczne nr 1;1EFG [O] Technik informatyk (ang-niem*);123,3;184,65;136,69
Wola;Technikum Fototechniczne;1CAN_Canon [O] Technik fotografii i multimediów (ang-niem);118,15;165,55;136,82
Wola;Technikum Fototechniczne;1TA [O] Technik fotografii i multimediów (ang-niem);109,1;166,35;125,84
Wola;Technikum Fototechniczne;1TB [O] Technik fotografii i multimediów (ang-niem);96,15;162,05;110,77
Wola;Technikum Fototechniczne;1TC_filmowa [O] Technik fotografii i multimediów (ang-niem);108,35;174,95;127,60
Wola;Technikum nr 23 im. Fryderyka Skarbka;1To [O] Technik ortopeda (ang-niem);32,65;136,25;83,19
Wola;Technikum nr 26;1h [O] Technik hotelarstwa (ang-ros*);40,95;107,4;66,90
Wola;Technikum nr 26;1tż [O] Technik żywienia i usług gastronomicznych (ang-ros*);30,45;130,1;67,53
Wola;Technikum nr 29;1H [O] Technik hotelarstwa (ang-niem,fra,ros);57,85;147,6;90,31
Wola;Technikum nr 29;1Ra/1Rb [O] Technik reklamy (ang-niem,fra,ros);54,45;155,75;96,34
Wola;Technikum nr 29;1T [O] Technik organizacji turystyki (ang-niem,fra,ros);73,55;156,75;105,06
Wola;Technikum nr 3 im. Ludwika Krzywickiego;1Ta [O] Technik ekonomista (ang-hisz,niem,ros);46,55;135,65;94,10
Wola;Technikum nr 3 im. Ludwika Krzywickiego;1Tb [O] Technik organizacji turystyki (ang-hisz,niem,ros);77,55;156,95;102,82
Wola;Technikum nr 3 im. Ludwika Krzywickiego;1Tc [O] Technik logistyk (ang-hisz,niem,ros);78,75;144,45;99,98
Wola;Technikum Samochodowe nr 2 im. Czesława Orłowskiego;1BMW [O] Technik pojazdów samochodowych (ang-niem);64,4;134,15;89,98
Wola;Technikum Samochodowe nr 2 im. Czesława Orłowskiego;1MAN [O] Technik pojazdów samochodowych (ang-niem);26,3;102,05;54,10
Wola;Technikum Samochodowe nr 2 im. Czesława Orłowskiego;1PIM [O] Technik pojazdów samochodowych (ang-niem);28,75;137,15;92,86
Wola;Technikum Samochodowe nr 2 im. Czesława Orłowskiego;1TOY [O] Technik pojazdów samochodowych (ang-niem);38,7;119,45;74,58
Wola;Technikum Samochodowe nr 2 im. Czesława Orłowskiego;1YPW [O] Technik pojazdów samochodowych (ang-niem);34,25;108,75;74,99
Wola;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;1Ai(i) [I-i] ang-niem-hist (ang-niem);0;0;0
Wola;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;1Ai(o) [I-o] ang-niem-hist (ang-niem);70,85;142,9;99,61
Wola;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;1Bi(i) [I-i] geogr-wos-ang (ang-hisz,niem);0;0;0
Wola;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;1Bi(o) [I-o] geogr-wos-ang (ang-hisz,niem);57,35;140,85;84,49
Wola;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;1C [O] biol-chem-ang (ang-hisz,niem);34,1;136,35;83,86
Wola;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;1a [O] mat-fiz-inf (ang-niem,ros);155,2;172,55;160,17
Wola;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;1b [O] geogr-mat-ang (ang-fra,hisz);158,65;184,45;164,61
Wola;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;1c [O] biol-chem-mat (ang-fra,wlo);155,2;178,15;159,87
Wola;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;1d [O] pol-hist-wos (ang-fra,niem);144,55;167,95;152,08
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1A [O] mat-inf-fiz (ang-hisz*,niem*,fra*,wlo);167,25;189;172,09
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1B [O] biol-chem (ang-hisz*,niem*,fra*,wlo);166;182,3;171,26
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1C [O] mat-biol-chem (ang-hisz*,niem*,fra*,wlo);166,35;188,45;172,59
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1D [O] mat-chem (ang-hisz*,niem*,fra*,wlo);161,35;178,85;168,61
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1E [D] ang-pol-hist-wos (ang-hisz*,niem*,fra*,wlo);175;206,06;184,39
Wola;XL Liceum Ogólnokształcące z Oddziałami  Dwujęzycznymi im. Stefana Żeromskiego;1F [O] mat-geogr-ang (ang-hisz*,niem*,fra*,wlo);170,15;183,65;174,52
Wola;XLV Liceum Ogólnokształcące im. Romualda Traugutta;1A [O] biol-chem-ang (ang-niem*);106,35;161,5;123,25
Wola;XLV Liceum Ogólnokształcące im. Romualda Traugutta;1B [O] pol-wos-ang (ang-ros*);112,35;156,95;122,36
Wola;XLV Liceum Ogólnokształcące im. Romualda Traugutta;1C [O] ang-geogr (ang-hisz*);124,75;159,4;133,54
Wola;XLV Liceum Ogólnokształcące im. Romualda Traugutta;1D [O] mat-inf-ang (ang-niem*);114,15;162,05;127,83
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Af [O] ang-franc-hist (ang-fra);116,1;156,15;131,28
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1An [O] ang-niem-hist (ang-niem);112,9;155,95;136,75
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Bf [O] pol-hist-wos (ang-fra);135,45;158,15;145,35
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Bn [O] pol-hist-wos (ang-niem);137,85;158;144,00
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1C [O] biol-chem-mat (ang-niem*);150,55;163,55;155,91
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1D [O] fiz-inf-mat (ang-niem*);146,45;182,5;154,43
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1En [O] geogr-mat-niem (ang-niem);151,65;167,45;158,02
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Er [O] geogr-mat-ros (ang-ros);132,75;157,2;145,72
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Fh [O] mat-ang-hiszp (ang-hisz);149,9;165;155,74
Wola;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;1Fn [O] mat-ang-niem (ang-niem);142,95;176,55;152,85
Wola;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;1a [O] pol-ang-wos (ang-niem*,fra*,hisz*,wlo,ros);142,05;160,85;151,65
Wola;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;1b [O] ang-geogr-mat (ang-niem*,fra*,hisz*,wlo,ros);143,45;164,1;151,17
Wola;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;1c [O] ang-biol-chem (ang-niem*,fra*,hisz*,wlo,ros);148,4;168,25;154,32
Wola;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;1d [O] ang-geogr (ang-niem,hisz);137,85;163,6;145,32
Wola;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;1e [D] wos-geogr (ang-niem*,fra*,hisz*,wlo,ros);148,9;193,34;163,24
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1G_mat-społ [D] mat-geogr (ang-fra*,hisz*,niem*);185,65;207,35;193,41
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1LH_ling-społ [D] hiszp-hist (ang-hisz);175,29;190,94;181,18
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1LN_ling-społ [D] niem-hist (ang-niem);164,89;202,64;182,67
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1M_mat-fiz [D] mat-fiz (ang-fra*,hisz*,niem*);188,17;212,15;196,70
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1MYP_1/2 [M] (ang-fra*,hisz*,niem*);193,49;209,83;200,16
Wola;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;1P_biol-chem [D] biol-chem (ang-fra*,hisz*,niem*);179,23;199,82;187,50
Żoliborz;Branżowa Szkoła I stopnia nr 11;1BS_EM [O] Elektromechanik pojazdów samochodowych (ang);53,25;96,3;74,57
Żoliborz;Branżowa Szkoła I stopnia nr 11;1BS_KM [O] Kierowca mechanik (ang);29,8;88,4;64,02
Żoliborz;Branżowa Szkoła I stopnia nr 11;1BS_LAK [O] Lakiernik samochodowy (ang);36,6;102,65;64,65
Żoliborz;Branżowa Szkoła I stopnia nr 11;1BS_MPS [O] Mechanik pojazdów samochodowych (ang);62,65;88,45;74,38
Żoliborz;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;1a [O] pol-hist-h.szt. (ang-niem);88,15;158;111,83
Żoliborz;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;1c [O] ang-biol-wos (ang-niem);72,25;118,95;96,50
Żoliborz;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;1d [O] pol-h.szt.-ang (ang-niem);89,1;147,85;107,69
